"watershed","hill","year","soil_loss","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207","X208","X209","X210","X211","X212","X213","X214","X215","X216","X217","X218","X219","X220","X221","X222","X223","X224","X225","X226","X227","X228","X229","X230","X231","X232","X233","X234","X235","X236","X237","X238","X239","X240","X241","X242","X243","X244","X245","X246","X247","X248","X249","X250","X251","X252","X253","X254","X255","X256","X257","X258","X259","X260","X261","X262","X263","X264","X265","X266","X267","X268","X269","X270","X271","X272","X273","X274","X275","X276","X277","X278","X279","X280","X281","X282","X283","X284","X285","X286","X287","X288","X289","X290","X291","X292","X293","X294","X295","X296","X297","X298","X299","X300","X301","X302","X303","X304","X305","X306","X307","X308","X309","X310","X311","X312","X313","X314","X315","X316","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X327","X328","X329","X330","X331","X332","X333","X334","X335","X336","X337","X338","X339","X340","X341","X342","X343","X344","X345","X346","X347","X348","X349","X350","X351","X352","X353","X354","X355","X356","X357","X358","X359","X360","X361","X362","X363","X364","X365","NA","NA.1","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.9","NA.10","NA.11","NA.12","NA.13","NA.14"
"Basswood1","hill1","2011",0.122,0,0,0,0,0,0,1.87,0,0,8.9,1.82,0,0,0,0,0,5.58,0.77,0,0,0.9,0,0,0,0,0,0,0,0,0,1.49,11.59,1.18,0,0,0.84,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,0,0.86,0,0,0,0,0,0,1.54,0,0,0,10.29,2.07,0,0,0,0,0,0,0,0,0,0,9.15,0.68,12.21,0,0,1.34,0,0,0,2.16,0,0,0,0,0.49,0,0,0,22.67,0,0,0,0,0,0,3.02,25.82,1.06,2.25,1.81,12.25,0,0,2.66,0,0,11.16,18.97,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,20.22,10.35,11.96,2.3,10.29,0,0,0,0,16.14,17.37,0,0,6.52,32.86,0,0,1.34,15.02,0,1.78,0,1.15,0,0,0,0,0,0,73.85,28,0,0,9,24.78,3.59,0,0,0,0,49.73,18.29,0,0,0,5.01,12.25,0,0,0,0,0,0,0,0,0,0,6.95,0,0,0.47,15.71,6.41,0,0,0,0,0,0,0,0,0,26.41,6.21,0,0,0,0,0,0,0,0,0,0,0,2.06,1.64,0.99,3.33,6.15,0,0,0,0,0,0,0,7.47,0,5.38,0,0,0,0,0,0,0,0,0,0,0,27.49,0,0,0,7.91,0,0,0,0,0,0,0,0,0,0,0.41,0,1.36,0,7.26,0,0,0,0,0,0,1.72,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,28.72,0,0,0,0,5.36,9.07,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0.48,3.45,0,0,0,0,0,0,34.34,0,0,0,0,0.71,0,0,0,0,4,14.85,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,1.21,6.51,0,0,2.59,3.59,3.59,3.85,3.85,5.25,5.25,6.47,7.69,7.69,9.37,9.37,9.66,9.66
"Basswood1","hill1","2008",0.165,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,2.92,3.47,0,0,0.33,3.97,0,0,0,0.49,0,0,0,0,0,0,0,0,2.71,3.17,8.34,9.28,0,0,0,0,0.42,0,0,0,0,0,21.65,0,0,0,0,0,0,0,10.87,0,0,2.1,0,6.47,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,0,0,0.26,0,0.77,0,0,0,0,6.36,0,0,0,13.63,0,0,14.1,0,0,0,0,5.11,0,28.7,2.02,0,0,0,0,0,27.18,15.26,0,0,0,11.67,0,11.37,25.96,0,0,0,0,0,0,5.97,2.16,0,0,0,0,0,0,12.65,0.47,0,0,0,0,0,0,0,1.47,0,0,0.69,13.6,8.65,33.64,0.83,11.74,0,2.76,19.72,0,0,2.4,25.93,2.87,26.01,14.5,0,47.15,0,7.35,2.97,35.78,0,0,0,0,0,0,0,2.45,2.18,0,0,0,2.97,60.37,0.45,0,0,0,0,0.69,0,0,0,0,21.85,5.18,0,0,0,1.3,0,0,0,0,45.3,10.63,37.52,0.5,19.54,0,0.94,21.77,0,0,37.54,8.96,0,0,0,0,0,0,0,2.29,0,0,0,0,0.92,0,32.13,5.76,2.04,0,0,0,0,0,0,1.93,0.77,0,0,0,0,2.87,0.63,0,0,0,0,0.71,0,9.51,0,0,0,7.2,0,1.23,2.87,35.9,18.73,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,21.88,0,0,0,0,0,0,26.94,5.08,0.73,0,0,0,0,7.22,0.47,10.82,0,0,0,0,0,0,14.94,6.74,5.55,0,0,0,0,0,0,0,0,0,0,0,13.45,24.52,0.17,0,0,0.34,6.54,0,4.91,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,1.57,0.23,0.79,1.21,0,0,0,0,0.79,3.99,0,0,0,0,0,0,3.28,0,13.48,4.73,0.65,0,1.47,0,1.22,0,0,14.38,0,0,0,0,0,2.59,3.59,3.59,3.85,3.85,5.25,5.25,6.47,7.69,7.69,9.37,9.37,9.66,9.66
"Basswood1","hill2","2007",0.068,0,0,0,0,0,0,0,0,0,0,0,0,2.41,5.52,1.19,0,0,0,0,2.93,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0.8,6.76,0,0,0,1.47,0,0,0,0,0,2.28,39.87,1.09,0,0,0,14.98,1.17,0,0,0,0,0,0,4.56,0,0,0,0,0,0,0,1.29,0,0,1.01,2.44,3.08,0.94,10.97,0.71,0,0.52,0.73,0,6.83,12.18,3.22,0,1.97,0,0,0,0,0,0,7.31,10.98,0,0,0,0,0,0,0,0,0,0,9.59,0,31.61,41.59,4.52,0,0,0,0,0,0,2.54,4.1,0.5,30.13,15.14,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,2.04,13.96,8.36,0,3.37,0,0,0.89,52.05,0,13.27,1.14,3.11,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,17.48,0,0,6.8,26.08,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,13.58,0,0,0,16.43,0,0,9.72,7.07,0,0,0,0,0,0,0,11.84,8.34,0.5,25.3,11.19,0,0,0,1.53,3.2,1.58,0,2.47,4.3,0,1.58,3.8,6.16,45.55,27.53,17.37,0,0,0,0,11.06,0,0,0,0,0,0,0,35.32,20.3,0,0,8.57,0,0,0,0,2.2,0,0,16.66,0,0,3.79,0,0,0,1.74,0,0,0,0,11.95,0,29.48,0,0,0,0,1.76,11.37,1.52,0,0,0,6.26,50.54,0.39,0,15.22,5.15,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,3.41,0,0,0,0,0,0,0,0,0,27.7,0,0,0,0,7.26,0,0.56,0,0,24.87,0,0,0.41,0.81,0,0,0,0,0,0,9.09,0,0,0,0.35,0,3.59,0,0,0,0,8.82,8.82,9.4,9.18,9.18,9.32,9.32,9.15,9.15,8.16,8.16,5.76,5.76,5.76
"Basswood1","hill2","2017",0.066,0,0.46,0,0,0,0,0,0,0,8.82,0,0,0,0,1.76,13.98,0,0,0,1.1,0.78,0,0,3.48,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0,4.27,4.8,0,0,0.38,0.51,2.74,1.04,0,0,0,8.88,0,0,0,1.63,1.06,2.86,3.98,0,0,0,0,0,0,0,1.38,0,0,5.42,11.26,0,0,0,17.7,0,0,0,2.78,21.14,0,17.86,0,0,0,0,1.14,0,0,0.51,4.2,11.51,0,0,1.01,2.14,0,0,0,0,0,0,1.98,0,8.32,12.8,14.04,2.42,0,0,0,0,0,0,0.26,0,35.4,0,0,0,0,0,0.75,17.18,0,14.61,12.4,0,0,1.42,0,0,5.26,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,6.16,0,3.54,0.44,0,0,0,1.86,2.63,19.37,0,0,3.9,0,9.9,0,1.3,0,0.34,0,0,0,0,0,0,0,0,22.66,1.2,0,0,0,0,0,0,0,24.76,0.38,0,0,0,0,4.82,0,0,0,0,0,0,1.64,13.2,0,0,0,0,0,0,3.4,0,0,0,1.78,3.32,0,0,0,0.5,8.22,107.52,2.14,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,10.53,24.14,1.1,0,0,0,0,0,0,8.77,6.14,0,0,0,0,0.76,0,9.14,0,0.76,25.53,7.9,0,0,10.18,0,0,0,34.44,0,0,0,0,0,0,20.39,2.38,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0.75,0,0,0,1.58,0,0,0,1.63,0,0,2.26,0,0,0.88,3.03,5.15,0.76,0.3,0,8.82,8.82,9.4,9.18,9.18,9.32,9.32,9.15,9.15,8.16,8.16,5.76,5.76,5.76
"Basswood1","hill2","2009",0.053,0,0,0,0,0,0,0,0,7.71,4.35,0,3.77,2.6,0,0,0,0,0,0,0,0,0,0,0.74,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0.69,0,7.34,0,0,0,0,0,0,0,0,0,0,0,0,5.74,0.34,0.3,0,0,0,0,0,0,27.21,22.65,0,17.67,0,0,0,0,0,0,0,0,0,0,0,0,21.37,25.41,0,0,0,2.97,0,0,0,0,0,0,4.55,8.51,0,0,0,0,0,0,0,11.34,0,0,0,0,1.51,0,0,0,0,0,0,21.39,56.77,9.23,0,7.46,0,0,0,0,0,0,0,1.29,4.11,0,0,0,9.4,9.03,0.92,19.33,0,2.08,0,0,0,0,0,0,0,4.43,17.84,0.78,0,0,0,2.39,7.72,9.81,0,0,0,10.35,5.85,7.53,0.4,0,0,19.01,0,0,0,13.43,0,16.47,17.94,0,4.96,0,17.86,0,0,0,0,0,0,0,0,0,3.16,19.7,0,0,18.33,2.74,2.46,4.47,0,0,0,0.98,6.48,0,0,0,0,0.62,7.36,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,11.73,0,18.87,0,0,2.13,0,0,0,8.95,15.33,0,18.83,0.46,0.37,0,0,0,0,54.65,29.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,3.62,0,1.93,28.14,11.36,0,0,0,0,19.85,7.38,0,0,3.23,7.28,0,3.62,0,0.54,0,0,1.76,3.24,2.34,0,0,0,0,0,1.02,53.6,0.73,0.68,0,0,0,0,29.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09,3.48,1.2,0,0,0,1.62,2.17,20.01,1.7,0,0,0,0,0,0,0,0,0,0,2.26,0,19.95,5.25,0,0,0,0,0,0,0,0,0,0,1.31,0,0,8.8,11.41,14.95,2.17,2.01,0,0.3,1.21,0,0,8.82,8.82,9.4,9.18,9.18,9.32,9.32,9.15,9.15,8.16,8.16,5.76,5.76,5.76
"Basswood1","hill2","2010",0.292,0,0,0,0,0,6.36,1.54,0,0,0,0,0,0,0,0,0,0,0,0,15.36,0,0,9.69,0,7.45,0,0,0,0,0,0,2.97,0,0,0,1.55,0,2.39,5.24,0,0,0,0,0.92,2.69,0,0,0,0,6.37,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,3.72,3.01,0,7.51,2.25,10.86,0,1.64,0,0,0,0.45,0,4.46,2.74,0,0,0,5.12,0,0,0.57,0,0,0,0,0,8.54,0,0,4.22,13.9,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.96,35.35,11.18,4.03,0,0,0,7.61,0,2.57,0,0,0.99,0,12.51,0,0,18.16,10.91,50.28,6.87,0,0,0,0.56,0,0,4.32,0,0,0,0,3.12,0,0,0,0,5.22,0,33.85,0,0,19.1,20.28,0,0.4,11.46,0,20.99,7.11,39.09,22.26,13.33,1.73,0,2.21,22.89,0,3.93,6.4,5.37,30.48,0,0,39.2,25.39,0,0,0,0,0,0,25.69,8.3,0,45.02,0,0,0,1.72,14.03,0,1.94,0.7,0,0,42.27,15.45,2.37,0,0,21.67,0.65,0,0,0,0,0,28.11,0,0,4.09,35.65,12.96,0,0,15.29,38.36,52.94,81.58,47.49,0,4.64,0,0,0,18.59,0,0,4.69,0,0,0,0,0,0,0,0,0,0,46.13,6.5,5.52,0,0,5.23,2.54,0,0,0,6.48,0,0,0.59,0,0,0,0,17.54,21.14,0,21.46,0,15.99,0,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91,0,0,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.51,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0.42,9.29,0,0,0,1.87,0,0,0,0,0,0,0,0.64,5.91,0,0,0,0,0,0,1.7,0,8.82,8.82,9.4,9.18,9.18,9.32,9.32,9.15,9.15,8.16,8.16,5.76,5.76,5.76
"Basswood1","hill2","2012",0.098,0,0,0,0,0,0,0,0,0,0,0.88,0.33,0,0,0,0,2.62,0,0,0,0,2.12,2.52,0,0,0,0,0,0,0,0,0,0,1.24,13.24,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,1.31,0,0,18.17,0.61,0,0,0,3.14,0,0,0,3.39,0,0,0.83,0,0,0,8.13,1.15,0,0,0,0,0,0,8.62,6.5,1.69,7.23,0,0,0,0,0,0,10.94,6.53,0,0,0,0,0,0,0,0.78,0,0,0,0,0,14.71,38.76,8.68,0.07,0,1.94,6.69,0,2.08,0,0,0,0,0,3.78,11.85,8.55,0,0,16.07,1.08,0.8,0,15.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,8.58,0,0,0.41,0,0,11.87,0,0,0,0,0,4.62,0,0,0,0,2.6,0,0,0,34.95,6.47,0,0,0,9.46,2.2,0,3.91,0,0,0,0,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,1.98,1.36,0,1.24,8.47,0,0,0,0,0,18.12,0,0,5.84,10.72,0,0,0,6.56,0,0,0,4.31,0,0,0,0,0,0,0,0,7.95,8.5,0,0,0,0,0,0,0,0,0,7.73,2.59,0,0,0,0,0,0,9.94,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,2.31,50.32,21.67,0,0,1.25,9.93,0,0,0,22.47,0,0,3.13,0,0,0,0,0,0,0,0,0,2.56,3.59,0.64,0,0,0,0,23.98,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,3.59,0,0,0,0,0,8.21,0,0,0,18.51,10.94,0,0,0,0,0,0,0,0.53,0,0,0,0,8.82,8.82,9.4,9.18,9.18,9.32,9.32,9.15,9.15,8.16,8.16,5.76,5.76,5.76
"Basswood1","hill2","2016",0.233,0,0,0,0,0,3.14,7.14,1.75,0,0,0.36,0,0,0,0,0,0,0,1.76,0,0,0,0,0,2.26,0,0,0,0,0,0,0,8.56,1.08,0,0,0,0,0.7,0,1.13,0.79,0,2.32,1.55,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96,0,0,0,7.04,4.18,0,24.08,0,0,0,0.46,0,0,0,10.08,0.43,0,0.66,0,0,0,7.02,7.78,2.42,0,0,0,7.75,4.47,2.81,0,0,0.67,0,0,0,0,0,0,0,1.34,0,7.34,4.08,0,0,1.18,1.28,0,16.54,0,0,14.28,3.28,0,0,0,0,0,0,0,6.12,0,5.82,0,7.14,0,0,0,3.44,0,0,0,0,0,0,0,7.62,21.66,3.44,7.99,0,0,3.72,0,0,3,0,0,0,0,0,0,0,57.88,0,0,11.41,0,0,0,0,0,1.76,13.74,0,0,0,0,9.64,0,0,2,18.12,0,2.18,0,0,0,19.18,17.12,0,0,4.12,0,25.18,14.6,0,0,0,9.86,19.26,38.1,0,0,1.13,0.74,0,0,0,0,0,0,0,0,1.25,14.02,0,5.39,0,0,0,0,0,0.38,29.96,10.89,0,0,0,0,16.61,0,2.51,3.01,0,0,0,42.33,0,0.75,0,0,0,0,0,0,0,0,0,0,0,27.86,2.88,7.09,0,0,0,15.26,0,33.61,20.08,0,0,7,0,0,1.3,4.27,15.74,14.75,0,0,0,0,0,0,0,0,1.18,4.01,0.63,0,0,0,6.64,5.75,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78,0.9,0,0,0,10.14,0,0,0,0,0,5.02,13.25,0,0,0,0,0,2.42,0,0,0,0,0,0,3.32,0,0,0,0,0,9.96,0,11.94,0,0,0,0,0,0,0,8.82,8.82,9.4,9.18,9.18,9.32,9.32,9.15,9.15,8.16,8.16,5.76,5.76,5.76
"Basswood1","hill2","2018",0.255,0,0.4,0,0,0,0,0,0,0,0,8.28,0,0,2.2,0,0,0,0,0,0,6.76,11.5,0,0,0,0,0,0,0,0,0,0,1.38,1.27,0,12.14,1.76,0.38,2.38,3.92,3.04,2,0,0,0,0,0,1.46,0,2.64,8.14,0,3.52,1.3,2.62,0,0,0,0,0,0,0,0,7.18,4.75,0,0,0,0,1.06,0,0,0,0,5.04,11.5,0,0,0.26,0,1.18,3.58,22.66,0,9.04,0,0,0,0,1.36,0,0,0.77,0,0,0,0,1.94,1.89,0,0,0,6.34,18.14,7.06,0,0,5.39,0,0,0,0,0,0,0,0,0,0,0,0,5.66,9.51,18.76,0.4,0,0,0,0,0,0,3.8,25.84,15.62,0,0,0,0,0,6,2,5.65,0,0,0,0,0,0,8.75,0,0,0,0,23.92,0,0,0,8.5,0,0,0,5.27,29.46,1.38,0,42.82,0,0,0,0,6.84,23.7,4.26,0,0,6.98,73.12,11.04,0,2.16,0,35.72,9.4,0,0,0.63,0,0,0,0,0,0,0,0,10.2,0.66,0,0,0,0,6.26,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,4.26,0,14.34,0,0,0,0,0,0,0,0,0,0,0,1.88,27.41,0,0,0,0.66,0,1.18,11.24,3.26,0,0,6.39,27.01,23.86,47.34,10.92,20.36,0,10.54,0,0,0,0,0,0,0,0,0,0,10.51,0,3.88,2.68,0,0,0,14.74,0,0,4.4,10.14,1.39,2.13,0.51,5.48,0,17.04,14.66,11.91,29.52,15.02,0,0,1.01,0,2.04,0.38,0,0,0,2.52,0,0,0,0,0,0,0,0.5,0,0,2.18,0,0,1.51,15.15,7.9,3.4,0,0,0.28,0.26,0,0,0,0,0,0,0.5,3.02,3.88,0,0,0,0,5.02,0,3.88,0,0,0,0.6,0,24.58,9.04,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.48,0,0,0,0,0,18.28,13.32,1.06,0,0,5.44,0,8.82,8.82,9.4,9.18,9.18,9.32,9.32,9.15,9.15,8.16,8.16,5.76,5.76,5.76
"Basswood1","hill2","2008",0.19,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,2.92,3.47,0,0,0.33,3.97,0,0,0,0.49,0,0,0,0,0,0,0,0,2.71,3.17,8.34,9.28,0,0,0,0,0.42,0,0,0,0,0,21.65,0,0,0,0,0,0,0,10.87,0,0,2.1,0,6.47,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,0,0,0.26,0,0.77,0,0,0,0,6.36,0,0,0,13.63,0,0,14.1,0,0,0,0,5.11,0,28.7,2.02,0,0,0,0,0,27.18,15.26,0,0,0,11.67,0,11.37,25.96,0,0,0,0,0,0,5.97,2.16,0,0,0,0,0,0,12.65,0.47,0,0,0,0,0,0,0,1.47,0,0,0.69,13.6,8.65,33.64,0.83,11.74,0,2.76,19.72,0,0,2.4,25.93,2.87,26.01,14.5,0,47.15,0,7.35,2.97,35.78,0,0,0,0,0,0,0,2.45,2.18,0,0,0,2.97,60.37,0.45,0,0,0,0,0.69,0,0,0,0,21.85,5.18,0,0,0,1.3,0,0,0,0,45.3,10.63,37.52,0.5,19.54,0,0.94,21.77,0,0,37.54,8.96,0,0,0,0,0,0,0,2.29,0,0,0,0,0.92,0,32.13,5.76,2.04,0,0,0,0,0,0,1.93,0.77,0,0,0,0,2.87,0.63,0,0,0,0,0.71,0,9.51,0,0,0,7.2,0,1.23,2.87,35.9,18.73,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,21.88,0,0,0,0,0,0,26.94,5.08,0.73,0,0,0,0,7.22,0.47,10.82,0,0,0,0,0,0,14.94,6.74,5.55,0,0,0,0,0,0,0,0,0,0,0,13.45,24.52,0.17,0,0,0.34,6.54,0,4.91,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,1.57,0.23,0.79,1.21,0,0,0,0,0.79,3.99,0,0,0,0,0,0,3.28,0,13.48,4.73,0.65,0,1.47,0,1.22,0,0,14.38,0,0,0,0,0,8.82,8.82,9.4,9.18,9.18,9.32,9.32,9.15,9.15,8.16,8.16,5.76,5.76,5.76
"Basswood1","hill2","2014",0.171,1.46,0,0,0,0,0,0,0,0,0.67,0,0,0,0.85,0,1,0,0.37,0,0.79,0,0,0,0,0,0,0,0,0,0.62,0,2.75,0,0,8.42,1.59,0,0,1.61,0,0,0,1.58,0,2.27,3.02,0,7.51,0,2.2,18.56,0,0,0,2.86,0,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0.53,0,0,0,0,0,0.84,0,0,9.47,0,0,0,1.08,0,0,0.44,1.93,0,0,0,0,0,0,0,11.65,57.75,5.73,0,0,0,0,0,0,1.6,0,7.45,20.1,0,1.03,42.77,25.72,1.94,10,0.97,0,0,0,0,0,0,8.63,0,0,10.87,36.09,0,0.46,7.43,0,0,0,0,15.56,0.69,0,0,0,8.64,1.92,3.32,0,0,0,5.95,0,1,20.28,4.91,0,0,4.46,0,0,0,0,0,0,0,0,6.02,14.93,0,19.31,0,0.99,9.99,0,0,0,29.08,6.33,20.47,1.21,57.51,0,0,0,0,29.01,0,0,0,0,0,1.34,1.43,0,0,0,0,0,0,0,0,0,0,0,0,10.52,0,0,0,0,0,0,0,0,0,6.67,0,28.64,3.9,0,0,0,0,0,0,0,5.34,0.86,0,0,0,11.34,1.14,5.32,28.5,0,1.92,2.68,0,32.34,13.76,3.34,33.62,3.26,0,2.88,0,4.76,0,0,5.21,52.47,13.85,0.53,5.77,0,0,0.87,0,0,0,0,7.63,0,0,0,6.01,0,0,1.98,0,0,0,12.21,4.49,0,0,0,0,0,2.36,12.59,0,0,0,39.44,15.2,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,1.8,0.98,0,0,0,0,0,0,8.94,0.44,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0.51,0,0,0,0,0,9.33,4.45,1.63,0,0,1,0,0,0,0,0,8.82,8.82,9.4,9.18,9.18,9.32,9.32,9.15,9.15,8.16,8.16,5.76,5.76,5.76
"Basswood1","hill2","2013",0.119,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,5.55,6.38,2.44,7.61,0,0,1.04,0,0,0,0,9.05,0,2.44,3.64,0,0,0,0,0,0,0,0,0,0,6.57,1.69,0,0,0,14.56,4.07,0,0,0,1.2,0.67,2.53,0,0,0.9,18.4,12.05,2.89,0,0,0,0,0,0,3.2,0,0,0,0,1.99,6.24,0.51,0,0,0,0,4.01,0,0,0,0,0,0,0,0,1.47,33.43,28.43,6.1,0,0,6.98,0.4,0,73.76,15.28,0,0,1.46,5.41,0,1.09,0,0,0,0,0,0,0,25.47,16.38,11.92,0,0,0,3.18,9.01,0,0,0,0,0,0,4.71,0,0,22.94,6.61,0,3.26,0,0.73,41.75,15.84,14.58,19.29,19.42,1.41,0,0.59,0,0,5.46,12.52,0,0,1.35,14.56,0,1.66,1.14,0,20.29,14.03,0,0,0,0,0,0,0,16.16,21.95,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,2.65,2.48,0,0,0,4.68,0,0,0,4.95,0,0,0,0,0,0,7.96,1.16,0,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,13.34,0,27.14,0,0,0,0,0,0,0,0,3.78,0,0,0,0,4.12,48.83,0.42,3.29,0,0,0,0,0,0,0,2.38,5.55,0,0,0,0,0,0,1.69,0.61,0,0,0,0,0,0,13.05,0,0,0,0,6.29,13.33,1.28,0,0,0,0,0.76,0,0,0,0,1.33,12.81,0,0,3.18,2.86,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,4.28,6.38,0,0,0,0,0,0,0,1.29,0,0,8.82,8.82,9.4,9.18,9.18,9.32,9.32,9.15,9.15,8.16,8.16,5.76,5.76,5.76
